GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
" ""00000""",United States, ,SAPCE4,1,...,Personal consumption expenditures,Millions of current dollars,5536790.00,5877248.00,6283758.00,6767179.00,7073801.00,7348941.00,7740749.00,8231960.00,8769066.00,9277236.00,9746594.00,10050083.00,9891218.00,10260256.00,10698857.00,11047363.00,11363528.00,11847725.00,12263476.00,12693266.00,13239111.00,13913531.00,14428676.00,14047565.00
" ""00000""",United States, ,SAPCE4,2,..., Household consumption expenditures,Millions of current dollars,5431202.00,5753441.00,6145529.00,6609139.00,6894718.00,7150598.00,7535238.00,8025589.00,8558799.00,9038051.00,9497813.00,9762791.00,9602038.00,9965818.00,10387001.00,10705817.00,11010938.00,11482129.00,11891892.00,12291833.00,12821163.00,13468865.00,13988786.00,13526689.00
" ""00000""",United States, ,SAPCE4,3,...,  Food and beverages purchased for off-premises consumption,Millions of current dollars,474777.00,487437.00,515530.00,540578.00,564003.00,575052.00,599580.00,632604.00,668216.00,700260.00,737332.00,769085.00,772930.00,786866.00,819542.00,846198.00,863994.00,896855.00,920955.00,940635.00,973072.00,1000345.00,1030911.00,1146676.00
" ""00000""",United States, ,SAPCE4,4,...,   Food and nonalcoholic beverages purchased for off-premises consumption,Millions of current dollars,412764.00,422087.00,444945.00,463125.00,482228.00,490397.00,513578.00,542995.00,575282.00,601564.00,634713.00,665819.00,669151.00,678586.00,709051.00,731642.00,748277.00,776231.00,794884.00,809680.00,837665.00,859057.00,884334.00,979256.00
" ""00000""",United States, ,SAPCE4,5,...,   Alcoholic beverages purchased for off-premises consumption,Millions of current dollars,61598.00,64968.00,70235.00,77136.00,81489.00,84374.00,85728.00,89269.00,92551.00,98231.00,102215.00,102877.00,103434.00,107895.00,110123.00,114172.00,115227.00,120037.00,125449.00,130457.00,134975.00,140852.00,146090.00,166912.00
" ""00000""",United States, ,SAPCE4,6,...,   Food produced and consumed on farms,Millions of current dollars,414.00,382.00,350.00,318.00,286.00,281.00,275.00,340.00,384.00,465.00,403.00,390.00,345.00,386.00,368.00,384.00,489.00,588.00,622.00,498.00,433.00,436.00,487.00,508.00
" ""00000""",United States, ,SAPCE4,7,...,"  Clothing, footwear, and related services",Millions of current dollars,262012.00,273082.00,287190.00,297541.00,294642.00,295168.00,301411.00,313395.00,326423.00,336156.00,339508.00,333085.00,319093.00,331651.00,347114.00,359525.00,365283.00,375999.00,384057.00,391251.00,396985.00,408386.00,414862.00,376976.00
" ""00000""",United States, ,SAPCE4,8,...,   Clothing,Millions of current dollars,220823.00,229633.00,241535.00,250621.00,248089.00,248850.00,253296.00,262604.00,271339.00,276987.00,278276.00,271938.00,260171.00,269499.00,281040.00,289813.00,293205.00,301471.00,307306.00,311779.00,316878.00,325466.00,330998.00,299149.00
" ""00000""",United States, ,SAPCE4,9,...,    Garments,Millions of current dollars,203240.00,211129.00,221908.00,230023.00,227216.00,228007.00,232718.00,242319.00,251385.00,257008.00,258721.00,252760.00,241605.00,250828.00,262804.00,271688.00,274573.00,282286.00,287975.00,292318.00,296612.00,304649.00,309776.00,279634.00
" ""00000""",United States, ,SAPCE4,10,...,     Women's and girls' clothing,Millions of current dollars,113922.00,118968.00,126520.00,132721.00,132134.00,133306.00,136799.00,143726.00,149644.00,153674.00,155776.00,150561.00,143447.00,149150.00,156563.00,162216.00,163641.00,168388.00,171813.00,174735.00,177460.00,182686.00,185405.00,165557.00
